address,suburb,price,date,bedrooms,bathrooms,parking_spaces,land_size,land_size_unit,propertyType,url,houseFeatures,schoolsDistance,schoolsCount,salesHistory,built_in_wardrobes
9-tallawong-drive-doreen-vic-3754,Doreen,635000,06-Jun-2017,4,2,2,512,m2,House,https://www.domain.com.au/9-tallawong-drive-doreen-vic-3754-2013597850,Ensuite-Remote Garage-Floorboards-Evaporative Cooling-Dishwasher-Ducted Heating-Rumpus Room-Study,0.9-2.2-2.4,3,Aug/2020/795000.0/SOLD-May/2017/635000.0/SOLD-Aug/2012/215000.0/SOLD,0
217-cookes-road-doreen-vic-3754,Doreen,690000,03-Jun-2017,4,2,2,634,m2,House,https://www.domain.com.au/217-cookes-road-doreen-vic-3754-2013418019,Ensuite-Alarm System-Deck-Outdoor Ent.-Ducted Cooling-Ducted Heating-Floorboards,0.5-1.5-1.6,3,Jun/2017/690000.0/SOLD-Apr/2009/176000.0/SOLD,0
49-roaming-road-doreen-vic-3754,Doreen,810000,26-May-2017,4,3,2,656,m2,House,https://www.domain.com.au/49-roaming-road-doreen-vic-3754-2013611185,Ensuite-Alarm System-Deck-Solar panels-In Ground Pool-Remote Garage-Outdoor Entertaining-Shed-Fully fenced-Workshop-Broadband-Built in wardrobes-Dishwasher-Ducted Heating-Ducted Cooling-Reverse Cycle AirCon-Rumpus Room-Vacuum System-Study,0.5-0.9-2.2,3,May/2017/810000.0/SOLD-Jun/2011/210000.0/SOLD,1
24-gunghalin-drive-doreen-vic-3754,Doreen,647500,25-May-2017,4,2,2,600,m2,House,https://www.domain.com.au/24-gunghalin-drive-doreen-vic-3754-2013582455,Ensuite-Solar hot water-Remote Garage-Evaporative Cooling-Ducted Heating-Vacuum System,0.7-1-0.9,3,May/2017/647500.0/SOLD-May/2016/647500.0/SOLD-Sep/2007/135000.0/SOLD,0
5-fulani-court-doreen-vic-3754,Doreen,600000,06-May-2017,4,2,2,564,m2,House,https://www.domain.com.au/5-fulani-court-doreen-vic-3754-2013550933,Ensuite-Remote Garage-Floorboards-Evaporative Cooling-Dishwasher-Ducted Heating-Rumpus Room-Vacuum System,0.7-1.2-2.2,3,May/2017/600000.0/SOLD-May/2011/210000.0/SOLD,0
36-mckenzie-way-doreen-vic-3754,Doreen,485000,26-Apr-2017,4,2,2,400,m2,House,https://www.domain.com.au/36-mckenzie-way-doreen-vic-3754-2013521725,Ensuite-Remote Garage-Split System AirCon-Dishwasher-Ducted Heating,0.3-1.5-1.5,3,Feb/2021/652000.0/SOLD-Apr/2017/485000.0/SOLD-Jan/2010/167000.0/SOLD,0
17-currumbin-road-doreen-vic-3754,Doreen,615000,13-Apr-2017,4,2,2,494,m2,House,https://www.domain.com.au/17-currumbin-road-doreen-vic-3754-2013501706,Ensuite-Remote Garage-Dishwasher-Ducted Heating-Rumpus Room-Study,1.4-2.1-0.6,3,Apr/2017/500.0/SOLD,0
28-bedervale-loop-doreen-vic-3754,Doreen,557500,08-Apr-2017,4,2,2,448,m2,House,https://www.domain.com.au/28-bedervale-loop-doreen-vic-3754-2013446815,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Garden-Secure Parking-Formal Lounge-Separate Dining-Study,0.5-0.9-1.1,3,Apr/2017/557502.0/SOLD,1
9-orient-drive-doreen-vic-3754,Doreen,625000,04-Apr-2017,4,2,2,589,m2,House,https://www.domain.com.au/9-orient-drive-doreen-vic-3754-2013390541,Ensuite-Deck-Remote Garage-Outdoor Ent.,0.8-1.9-1.8,3,Apr/2017/625000.0/SOLD-Jan/2011/210000.0/SOLD,0
3-hanna-crescent-doreen-vic-3754,Doreen,720000,03-Apr-2017,4,2,2,798,m2,House,https://www.domain.com.au/3-hanna-crescent-doreen-vic-3754-2013470888,Ensuite-Water Tank-Remote Garage-Outdoor Entertaining-Shed-Fully fenced-Gas Heating-Evaporative Cooling-Built in wardrobes-Dishwasher-Ducted Heating-Ducted Cooling,0.9-1.1-1.7,3,Mar/2017/720000.0/SOLD-Mar/2014/600000.0/SOLD-May/2003/142500.0/SOLD,1
8-agility-court-doreen-vic-3754,Doreen,441000,24-Mar-2017,4,2,2,437,m2,House,https://www.domain.com.au/8-agility-court-doreen-vic-3754-2013424625,Air conditioning-Heating-Dishwasher-Fully fenced,1.2-1.2-0.5,3,Mar/2017/441000.0/SOLD,0
67-montville-street-doreen-vic-3754,Doreen,575000,22-Mar-2017,4,2,2,398,m2,House,https://www.domain.com.au/67-montville-street-doreen-vic-3754-2013452304,Ensuite-Deck-Remote Garage-Evaporative Cooling-Dishwasher-Ducted Heating,0.6-1.9-2.1,3,Mar/2017/575000.0/SOLD-Oct/2013/414900.0/SOLD,0
2-rural-place-doreen-vic-3754,Doreen,1100000,20-Mar-2017,4,2,6,2236,m2,House,https://www.domain.com.au/2-rural-place-doreen-vic-3754-2013176405,Ensuite-Alarm System-Water Tank-Remote Garage-Secure Parking-Outdoor Entertaining-Shed-Fully fenced-Gas Heating-Workshop-Floorboards-Split System AirCon-Evaporative Cooling-Broadband-Dishwasher-Ducted Heating-Ducted Cooling-Rumpus Room-Vacuum System-Study,1.2-2.1-2.6,3,Mar/2017/1100000.0/SOLD-Feb/2004/230000.0/SOLD,0
9-tregowan-place-doreen-vic-3754,Doreen,735000,14-Mar-2017,4,2,2,625,m2,House,https://www.domain.com.au/9-tregowan-place-doreen-vic-3754-2013419264,Ensuite-Deck-Water Tank-Remote Garage-Shed-Dishwasher-Ducted Heating-Ducted Cooling-Rumpus Room,0.7-1.4-1.2,3,Mar/2017/735000.0/SOLD-Feb/2013/560150.0/SOLD-Jan/2009/195000.0/SOLD,0
40-tallis-grove-doreen-vic-3754,Doreen,680000,09-Mar-2017,4,2,3,841,m2,House,https://www.domain.com.au/40-tallis-grove-doreen-vic-3754-2013414963,Ensuite-Study-Pergola-Remote Garage-Outdoor Ent.-Fully fenced-Open Fireplace-Built in wardrobes-Dishwasher-Rumpus Room-Split System AirCon-Split System Heating-Workshop-Water tank,0.8-1.6-4.8,3,Mar/2017/680000.0/SOLD-Feb/2009/180000.0/SOLD-Jun/2006/156000.0/SOLD,1
11-kossatz-terrace-doreen-vic-3754,Doreen,640000,09-Mar-2017,4,2,2,686,m2,House,https://www.domain.com.au/11-kossatz-terrace-doreen-vic-3754-2013175512,Ensuite-Remote Garage-Floorboards-Evaporative Cooling-Dishwasher-Ducted Heating-Rumpus Room-Study,0.5-2-5,3,Feb/2017/640000.0/SOLD,0
14-persimmon-way-doreen-vic-3754,Doreen,435000,08-Mar-2017,4,2,2,400,m2,House,https://www.domain.com.au/14-persimmon-way-doreen-vic-3754-2013271788,Ensuite-Alarm System-Remote Garage-Split System AirCon-Dishwasher-Ducted Heating,0.5-1.5-0.8,3,Jan/2017/425000.0/SOLD-Aug/2012/205000.0/SOLD,0
2-charolais-sq-doreen-vic-3754,Doreen,830000,08-Mar-2017,4,2,2,880,m2,House,https://www.domain.com.au/2-charolais-sq-doreen-vic-3754-2013430543,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Fireplace(s)-Garden-Secure Parking-Floorboards-Formal Lounge-Swimming Pool-Terrace-Balcony,1.1-1.1-1.8,3,Jun/2021/1000000.0/SOLD-Mar/2017/830000.0/SOLD-Feb/2003/140000.0/SOLD,1
20-dargo-crescent-doreen-vic-3754,Doreen,472000,21-Feb-2017,4,2,2,586,m2,House,https://www.domain.com.au/20-dargo-crescent-doreen-vic-3754-2013166998,Ensuite(s)-Secure Parking-Air conditioning-Ensuite-Floorboards-Built in wardrobes-Internal Laundry-Pets Allowed-Bath-Separate Dining Room-Heating-Dishwasher-Fully fenced,0.6-1.2-1.8,3,Feb/2017/472000.0/SOLD,1
11-nash-grove-doreen-vic-3754,Doreen,576000,19-Feb-2017,4,2,2,448,m2,House,https://www.domain.com.au/11-nash-grove-doreen-vic-3754-2013323072,Ensuite-Alarm System-Deck-Water Tank-Remote Garage-Outdoor Entertaining-Fully fenced-Gas Heating-Floorboards-Evaporative Cooling-Built in wardrobes-Dishwasher-Ducted Heating-Ducted Cooling-Rumpus Room-Study,0.7-1.7-1.5,3,Feb/2017/576000.0/SOLD-Nov/2013/518000.0/SOLD-Jan/2011/512000.0/SOLD,1
29-31-laurimar-hill-drive-doreen-vic-3754,Doreen,975000,18-Feb-2017,4,2,2,2093,m2,House,https://www.domain.com.au/29-31-laurimar-hill-drive-doreen-vic-3754-2013162635,Ensuite-Deck-Water Tank-Remote Garage-Outdoor Entertaining-Shed-Fully fenced-Floorboards-Built in wardrobes-Dishwasher-Ducted Heating-Ducted Cooling-Rumpus Room,1.6-2.8-3.1,3,May/2020/1320000.0/SOLD-Feb/2017/975000.0/SOLD-May/2005/250000.0/SOLD,1
2-tingara-crest-doreen-vic-3754,Doreen,541000,17-Feb-2017,4,2,2,718,m2,House,https://www.domain.com.au/2-tingara-crest-doreen-vic-3754-2013341819,Ensuite-Deck-Remote Garage-Secure Parking-Outdoor Entertaining-Floorboards-Evaporative Cooling-Built in wardrobes-Dishwasher-Ducted Heating-Rumpus Room,0.8-1.8-4.7,3,Feb/2017/541000.0/SOLD-Nov/2005/162000.0/SOLD,1
12-braford-drive-doreen-vic-3754,Doreen,682500,15-Feb-2017,4,2,2,922,m2,House,https://www.domain.com.au/12-braford-drive-doreen-vic-3754-2013238874,Ensuite-Water Tank-Evaporative Cooling-Broadband-Built in wardrobes-Dishwasher-Ducted Heating-Rumpus Room-Study,0.6-0.9-2.4,3,Feb/2017/682500.0/SOLD-May/2007/195000.0/SOLD,1
12-hazelton-drive-doreen-vic-3754,Doreen,495000,15-Feb-2017,4,2,2,226,m2,House,https://www.domain.com.au/12-hazelton-drive-doreen-vic-3754-2013355078,Ensuite-Balcony-Remote Garage-Outdoor Entertaining-Fully fenced-Floorboards-Split System AirCon-Evaporative Cooling-Built in wardrobes-Dishwasher-Ducted Heating-Ducted Cooling-Rumpus Room,0.2-1.3-1.4,3,Feb/2017/495000.0/SOLD-Mar/2012/429900.0/SOLD,1
1-holstein-place-doreen-vic-3754,Doreen,627500,09-Feb-2017,4,2,2,835,m2,House,https://www.domain.com.au/1-holstein-place-doreen-vic-3754-2013332114,Study-Outdoor Ent.-Built in wardrobes-Ducted Heating-Evaporative Cooling,1.2-1.3-1.6,3,Feb/2017/627500.0/SOLD-Mar/2003/500.0/SOLD,1
1-marengo-avenue-doreen-vic-3754,Doreen,500000,09-Feb-2017,4,2,2,668,m2,House,https://www.domain.com.au/1-marengo-avenue-doreen-vic-3754-2013109698,Ensuite-Remote Garage-Shed-Evaporative Cooling-Dishwasher-Ducted Heating,0.5-1.5-1.6,3,Jan/2017/500000.0/SOLD-Feb/2009/175000.0/SOLD,0
16-counthan-terrace-doreen-vic-3754,Doreen,650000,08-Feb-2017,4,2,2,650,m2,House,https://www.domain.com.au/16-counthan-terrace-doreen-vic-3754-2013364116,Alarm System-Water Tank-Study-Outdoor Ent.-Built in wardrobes-Ducted Heating-Split System AirCon,0.4-1.8-5,3,Sep/2019/690000.0/SOLD-Feb/2017/650000.0/SOLD-Sep/2012/541100.0/SOLD,1
25-fleetwood-drive-doreen-vic-3754,Doreen,520000,06-Feb-2017,4,2,2,420,m2,House,https://www.domain.com.au/25-fleetwood-drive-doreen-vic-3754-2013345732,Ensuite-Remote Garage-Evaporative Cooling-Dishwasher-Ducted Heating,1.5-1.7-0.7,3,Jan/2017/520000.0/SOLD,0
17-marengo-avenue-doreen-vic-3754,Doreen,535000,06-Feb-2017,4,2,2,440,m2,House,https://www.domain.com.au/17-marengo-avenue-doreen-vic-3754-2013359084,Ensuite-Alarm System-Deck-Vacuum System-Ducted Heating-Evaporative Cooling-Floorboards-Water tank,0.5-1.4-1.7,3,Feb/2017/535000.0/SOLD-Mar/2015/435000.0/SOLD-Jan/2011/410000.0/SOLD,0
57-vantage-point-boulevard-doreen-vic-3754,Doreen,550000,04-Feb-2017,4,2,2,476,m2,House,https://www.domain.com.au/57-vantage-point-boulevard-doreen-vic-3754-2013303145,Ensuite-Balcony-Remote Garage-Built in wardrobes,1.5-1.6-0.5,3,Feb/2017/480.0/SOLD,1
98-laurimar-boulevard-doreen-vic-3754,Doreen,620000,03-Feb-2017,4,2,2,630,m2,House,https://www.domain.com.au/98-laurimar-boulevard-doreen-vic-3754-2012282859,Study,0.8-2.1-2,3,Jan/2017/620000.0/SOLD-Mar/2010/188000.0/SOLD,0
43-rothacker-rise-doreen-vic-3754,Doreen,680000,21-Jan-2017,4,2,2,869,m2,House,https://www.domain.com.au/43-rothacker-rise-doreen-vic-3754-2013197803,Ensuite-Alarm System-Water Tank-Remote Garage-Shed-Inside Spa-Built in wardrobes-Ducted Cooling-Ducted Heating-Floorboards,1.2-2.2-2.7,3,Jan/2017/680000.0/SOLD-Jan/2002/110000.0/SOLD,1
60-peterborough-drive-doreen-vic-3754,Doreen,523500,18-Jan-2017,4,2,2,462,m2,House,https://www.domain.com.au/60-peterborough-drive-doreen-vic-3754-2013316918,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Garden-Secure Parking-Floorboards-9 ft ceilings-colorbond roof-outdoor built in spa.,1-2.4-2.4,3,Feb/2021/669000.0/SOLD-Jan/2017/523500.0/SOLD-Mar/2011/210000.0/SOLD,1
51-elation-boulevard-doreen-vic-3754,Doreen,395000,09-Jan-2017,4,2,2,400,m2,House,https://www.domain.com.au/51-elation-boulevard-doreen-vic-3754-2013240447,Ensuite-Remote Garage-Split System AirCon-Study,0.7-1.5-1,3,Dec/2016/380.0/SOLD,0
25-impulse-avenue-doreen-vic-3754,Doreen,480000,05-Jan-2017,4,2,2,400,m2,House,https://www.domain.com.au/25-impulse-avenue-doreen-vic-3754-2013249090,Ensuite-Solar panels-Remote Garage-Evaporative Cooling-Built in wardrobes-Dishwasher-Ducted Heating,0.9-1.1-0.6,3,Dec/2016/480000.0/SOLD-Dec/2010/205000.0/SOLD,1
19-the-saddle-doreen-vic-3754,Doreen,620000,05-Jan-2017,4,2,3,816,m2,House,https://www.domain.com.au/19-the-saddle-doreen-vic-3754-2013211469,Ensuite-Deck-Remote Garage-Dishwasher-Study,1.2-1.3-1.6,3,Dec/2016/620000.0/SOLD-Jun/2007/206000.0/SOLD-Apr/2006/205000.0/SOLD,0
6-tucker-street-doreen-vic-3754,Doreen,750000,02-Dec-2016,4,2,3,655,m2,House,https://www.domain.com.au/6-tucker-street-doreen-vic-3754-2013197559,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Fireplace(s)-Security Alarm-Garden-Secure Parking-Formal Lounge-Separate Dining-Swimming Pool,0.6-2.4-0.9,3,Nov/2016/750000.0/SOLD-Aug/2007/175300.0/SOLD-Mar/2004/158000.0/SOLD,1
15-holmwood-crescent-doreen-vic-3754,Doreen,770000,24-Nov-2016,4,3,2,1068,m2,House,https://www.domain.com.au/15-holmwood-crescent-doreen-vic-3754-2013158879,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Formal Lounge-Ducted Heating-Evaporative Cooling,0.7-1.9-2.2,3,Nov/2016/770000.0/SOLD-Apr/2003/146000.0/SOLD,1
7-agility-court-doreen-vic-3754,Doreen,400000,21-Nov-2016,4,2,2,425,m2,House,https://www.domain.com.au/7-agility-court-doreen-vic-3754-2013158550,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Secure Parking,1.1-1.2-0.5,3,Nov/2016/400000.0/SOLD,1
5-vaucluse-rise-doreen-vic-3754,Doreen,680000,19-Nov-2016,4,2,2,653,m2,House,https://www.domain.com.au/5-vaucluse-rise-doreen-vic-3754-2013168021,Lounge-Kitchen/Meals-Rumpus-Ducted Heat-Study-Alarm System-Outdoor Ent.-Open Fireplace-Dishwasher-Ducted Heating-Evaporative Cooling,0.7-1.8-4.8,3,Nov/2016/670000.0/SOLD-Mar/2009/431000.0/SOLD-Feb/2006/152000.0/SOLD,0
60-baigent-avenue-doreen-vic-3754,Doreen,580000,15-Nov-2016,4,2,3,601,m2,House,https://www.domain.com.au/60-baigent-avenue-doreen-vic-3754-2013175115,Ensuite-Workshop-Outdoor Ent.-Built in wardrobes-Ducted Cooling-Ducted Heating-Floorboards,0.3-2-0.8,3,Nov/2016/580000.0/SOLD-Jan/2005/155000.0/SOLD,1
47-sunstone-boulevard-doreen-vic-3754,Doreen,540000,31-Oct-2016,4,2,2,448,m2,House,https://www.domain.com.au/47-sunstone-boulevard-doreen-vic-3754-2013144450,Ensuite-Deck-Remote Garage-Evaporative Cooling-Built in wardrobes-Dishwasher-Ducted Heating-Rumpus Room,0.3-1.9-1.3,3,Oct/2016/540000.0/SOLD-Mar/2014/235000.0/SOLD,1
36-jorgensen-avenue-doreen-vic-3754,Doreen,750000,29-Oct-2016,4,4,2,752,m2,House,https://www.domain.com.au/36-jorgensen-avenue-doreen-vic-3754-2013098666,Balcony-Water Tank-Study-Vacuum System-Inground Pool-Outdoor Ent.-Ducted Cooling-Ducted Heating,0.6-2.4-0.8,3,Oct/2016/750000.0/SOLD-Dec/2007/172000.0/SOLD-May/2004/162000.0/SOLD,0
36-mac-knight-wynd-doreen-vic-3754,Doreen,605000,25-Oct-2016,4,2,2,640,m2,House,https://www.domain.com.au/36-mac-knight-wynd-doreen-vic-3754-2013058303,Ensuite-Alarm System-Balcony-Solar panels-Remote Garage-Evaporative Cooling-Dishwasher-Ducted Heating,0.8-1.9-1.8,3,Feb/2021/830000.0/SOLD-Oct/2016/605000.0/SOLD-Feb/2011/205000.0/SOLD,0
4-rangeview-green-doreen-vic-3754,Doreen,615500,21-Oct-2016,4,2,2,798,m2,House,https://www.domain.com.au/4-rangeview-green-doreen-vic-3754-2013035715,Ensuite-Remote Garage-Fully fenced-Built in wardrobes-Dishwasher-Ducted Heating-Rumpus Room-Split System AirCon-Study,1.1-1.1-1.8,3,Oct/2016/615500.0/SOLD-Mar/2003/130000.0/SOLD,1
10-clancy-way-doreen-vic-3754,Doreen,1000000,25-Sep-2021,5,3,2,518,m2,House,https://www.domain.com.au/10-clancy-way-doreen-vic-3754-2017116798,Internal Laundry*-Secure Parking*-Heating*-Shed*-Garden*,0.3-1.6-1.7,3,Sep/2021/1000000.0/SOLD-Aug/2016/240000.0/SOLD,0
64-warrawong-circuit-doreen-vic-3754,Doreen,974000,19-Aug-2021,6,2,2,595,m2,House,https://www.domain.com.au/64-warrawong-circuit-doreen-vic-3754-2017162191,Built in wardrobes-Dishwasher-Ensuite-Ducted Heating-Evaporative Cooling-Floorboards-Remote Garage,0.6-1.8-2.1,3,Aug/2021/974000.0/SOLD-Jan/2012/480000.0/SOLD-Jun/2006/137000.0/SOLD,1
82-brookwood-avenue-doreen-vic-3754,Doreen,1448000,11-Jun-2021,6,2,3,1255,m2,House,https://www.domain.com.au/82-brookwood-avenue-doreen-vic-3754-2016929968,Pets Allowed*-Heating*-Study*-Garden*-Air conditioning-Alarm System-Built in wardrobes-Fireplace(s)-Secure Parking-Balcony / Deck-Swimming Pool-Rainwater storage tank-Solar panels,1-2.2-2.5,3,May/2021/1448000.0/SOLD-Sep/2009/631000.0/SOLD-Jun/2005/187000.0/SOLD,1
1-peak-crescent-doreen-vic-3754,Doreen,680000,28-Dec-2020,5,2,2,568,m2,House,https://www.domain.com.au/1-peak-crescent-doreen-vic-3754-2016685426,Bath-Entertainment Area-Rainwater storage tank-Close To Parklands-Close to schools-Close to transport-Quiet Location-Air conditioning-Built in wardrobes-Remote Garage-Dishwasher-Balcony-Fully fenced,1.4-1.7-0.5,3,Dec/2020/680000.0/SOLD,1
18-vantage-point-boulevard-doreen-vic-3754,Doreen,690000,17-Nov-2020,5,2,2,671,m2,House,https://www.domain.com.au/18-vantage-point-boulevard-doreen-vic-3754-2016653851,Secure Parking*-Heating*-Ensuite(s)-Air conditioning-Ensuite-Built in wardrobes-Internal Laundry-Gas-Bath-Dishwasher-Study-Ground floor-Wall / ceiling insulation-Rainwater storage tank-Fully fenced-Garden / Courtyard,1.2-1.7-0.2,3,Nov/2020/690000.0/SOLD,1
7-saltia-drive-doreen-vic-3754,Doreen,720000,04-Oct-2020,5,2,2,586,m2,House,https://www.domain.com.au/7-saltia-drive-doreen-vic-3754-2016015592,Built in wardrobes-Dishwasher-Ensuite-Ducted Heating-Evaporative Cooling-Floorboards-Fully fenced-Remote Garage-Rumpus Room,0.9-2.2-2.2,3,Oct/2020/720000.0/SOLD,1
28-marley-boulevard-doreen-vic-3754,Doreen,880000,02-Oct-2020,5,2,2,481,m2,House,https://www.domain.com.au/28-marley-boulevard-doreen-vic-3754-2016411353,Alarm System-Study-Built in wardrobes-Dishwasher-Ensuite-Ducted Heating-Fully fenced-Outdoor Entertainment Area-Swimming Pool-Remote Garage-Rumpus Room-Reverse Cycle Air Con,1.1-2.5-2.6,3,Oct/2020/880000.0/SOLD-Mar/2016/217500.0/SOLD,1
12-turnstone-street-doreen-vic-3754,Doreen,855000,14-Jul-2020,5,2,2,513,m2,House,https://www.domain.com.au/12-turnstone-street-doreen-vic-3754-2016313013,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Security Alarm-Garden-Secure Parking-Terrace-Balcony,1.3-1.9-0.4,3,Jun/2020/855000.0/SOLD-Aug/2018/775000.0/SOLD-Mar/2012/223000.0/SOLD,1
52-outback-drive-doreen-vic-3754,Doreen,695000,18-Mar-2020,5,2,2,480,m2,House,https://www.domain.com.au/52-outback-drive-doreen-vic-3754-2015990774,Internal Laundry*-Secure Parking*-Intercom*-Heating*-Study*,1.1-2.4-2.5,3,Feb/2020/550.0/SOLD,0
62-64-laurimar-hill-drive-doreen-vic-3754,Doreen,2100000,06-Mar-2020,6,3,3,3698,m2,House,https://www.domain.com.au/62-64-laurimar-hill-drive-doreen-vic-3754-2015453251,Air conditioning-Alarm System-Broadband internet access-Built in wardrobes-Courtyard-Balcony / Deck-Dishwasher-Ducted Heating-Evaporative Cooling-Floorboards-Fully fenced-Gas-Intercom-Outdoor Entertainment Area-Cable or Satellite-Pets Allowed-Swimming Pool-Remote Garage-Rumpus Room-Shed-Split System Air Con-Study-Tennis Court-Vacuum System-Ensuite-Walk in Pantry-3 Phase power-Double Glazing-Home Cinema,1.4-2.7-3,3,Mar/2020/2100000.0/SOLD-Sep/2017/2049999.9999999998/SOLD-Oct/2004/300000.0/SOLD,1
39-fleetwood-drive-doreen-vic-3754,Doreen,890000,21-Feb-2020,5,4,2,475,m2,House,https://www.domain.com.au/39-fleetwood-drive-doreen-vic-3754-2015901113,Close to schools-Close to shops-Close to transport-Garden-Secure Parking,1.5-1.7-0.8,3,Jan/2020/650.0/SOLD-Jul/2016/890000.0/SOLD,0
16-abbotswood-road-doreen-vic-3754,Doreen,700000,20-Jan-2020,5,3,2,545,m2,House,https://www.domain.com.au/16-abbotswood-road-doreen-vic-3754-2015835009,Air conditioning-Ensuite-Gym-Alarm System-Intercom-Built in wardrobes-Internal Laundry-Pets Allowed-Gas-Broadband internet access-Bath-Separate Dining Room-Heating-Dishwasher-Study-Secure Parking-Shed-Fully fenced-Balcony / Deck-Garden / Courtyard-Outdoor Spa-Energy efficient appliances-Water efficient appliances-Wall / ceiling insulation-Rainwater storage tank-Water efficient fixtures-Solar hot water-Butlers Kitchen,1.6-1.7-0.6,3,Dec/2019/700000.0/SOLD-Jul/2009/166500.0/SOLD,1
55-montville-street-doreen-vic-3754,Doreen,660000,19-Jan-2020,5,2,3,572,m2,House,https://www.domain.com.au/55-montville-street-doreen-vic-3754-2015733737,Ensuite(s)-Secure Parking-Built in wardrobes-Internal Laundry-Pets Allowed-Gas-Bath-Heating-Dishwasher-Ground floor-Ensuite-Rainwater storage tank-Wall / ceiling insulation-Fully fenced-Garden / Courtyard,0.5-1.9-2,3,Jan/2020/660000.0/SOLD,1
16-vantage-point-boulevard-doreen-vic-3754,Doreen,675000,23-Dec-2019,5,2,3,676,m2,House,https://www.domain.com.au/16-vantage-point-boulevard-doreen-vic-3754-2015726486,Ensuite(s)-Secure Parking-Air conditioning-Ensuite-Built in wardrobes-Internal Laundry-Pets Allowed-Gas-Bath-Heating-Dishwasher-Ground floor-Fully fenced-Garden / Courtyard-Balcony / Deck,1.2-1.7-0.2,3,Dec/2019/675000.0/SOLD-May/2008/170000.0/SOLD,1
55-bassetts-road-doreen-vic-3754,Doreen,630000,11-Dec-2019,5,2,2,462,m2,House,https://www.domain.com.au/55-bassetts-road-doreen-vic-3754-2014366137,Air conditioning-Built in wardrobes-Dishwasher-Ensuite-Ducted Heating-Fully fenced-Remote Garage-Rumpus Room,0.8-1.7-2,3,Dec/2019/630000.0/SOLD,1
9-barrett-place-doreen-vic-3754,Doreen,785000,07-Aug-2019,5,2,2,665,m2,House,https://www.domain.com.au/9-barrett-place-doreen-vic-3754-2015438484,Built in wardrobes-Secure Parking-Swimming Pool,0.7-2.1-2.3,3,Aug/2019/785000.0/SOLD-Apr/2018/875000.0/SOLD,1
3-kiora-avenue-doreen-vic-3754,Doreen,700000,31-Jul-2019,5,2,2,567,m2,House,https://www.domain.com.au/3-kiora-avenue-doreen-vic-3754-2015297411,Dishwasher-Balcony / Deck-Study-Shed-Fully fenced-Built in wardrobes-Air conditioning,0.4-1.2-1.9,3,Jul/2019/700000.0/SOLD-Mar/2016/590000.0/SOLD-Nov/2009/183000.0/SOLD,1
1-windermere-parade-doreen-vic-3754,Doreen,920000,13-Mar-2019,5,3,2,453,m2,House,https://www.domain.com.au/1-windermere-parade-doreen-vic-3754-2014645925,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Fireplace(s)-Security Alarm-Secure Parking-Formal Lounge-Swimming Pool-Terrace-Balcony,0.7-1.1-1,3,Feb/2019/920000.0/SOLD-Nov/2013/182000.0/SOLD,1
4-pinnacle-views-doreen-vic-3754,Doreen,905000,29-Nov-2018,5,2,2,651,m2,House,https://www.domain.com.au/4-pinnacle-views-doreen-vic-3754-2014692119,Ensuite-Alarm System-Balcony-Study-Outdoor Ent.-Outside Spa-Built in wardrobes-Ducted Heating-Evaporative Cooling-Floorboards,1.3-1.2-1.7,3,Nov/2018/905000.0/SOLD-Oct/2014/630000.0/SOLD-May/2010/270000.0/SOLD,1
