address,suburb,price,date,bedrooms,bathrooms,parking_spaces,land_size,land_size_unit,propertyType,url,houseFeatures,schoolsDistance,schoolsCount,salesHistory,built_in_wardrobes
7-kearney-court-bundoora-vic-3083,Bundoora,1005000,28-Jul-2018,4,2,2,600,m2,House,https://www.domain.com.au/7-kearney-court-bundoora-vic-3083-2014476104,Air conditioning-Heating-Built in wardrobes-Close to schools-Close to transport-Ensuite-Prestige Homes-Study,1.3-2.3-0.7,3,Jul/2018/1004999.9999999999/SOLD,1
27-janet-crescent-bundoora-vic-3083,Bundoora,731000,23-Jun-2018,4,2,2,676,m2,House,https://www.domain.com.au/27-janet-crescent-bundoora-vic-3083-2014410486,Floorboards-Built in wardrobes-Study-Dishwasher,1.7-2-0.3,3,Jun/2018/731000.0/SOLD,1
80-clovemont-way-bundoora-vic-3083,Bundoora,1900000,19-Jun-2018,4,3,5,732,m2,House,https://www.domain.com.au/80-clovemont-way-bundoora-vic-3083-2013613636,Air conditioning-Heating-Built in wardrobes-Close to schools-Close to shops-Close to transport-Ensuite-Swimming Pool-Alarm System-Area Views-Open Fire Place-Vacuum System-Prestige Homes-3 Phase Power-Car Parking - Basement-Security System-Study,2.1-2.4-1.8,3,Jun/2018/1900000.0/SOLD-Dec/2012/415000.0/SOLD-Apr/2012/466000.0/SOLD,1
7-ashbrook-circuit-bundoora-vic-3083,Bundoora,790000,02-Jun-2018,4,2,1,535,m2,House,https://www.domain.com.au/7-ashbrook-circuit-bundoora-vic-3083-2014369683,Air conditioning-Built in wardrobes-Close to shops-Close to transport-Security Alarm-Garden-Secure Parking-Floorboards-Formal Lounge-Separate Dining,0.8-2-0.4,3,Jun/2018/790000.0/SOLD-May/2008/393000.0/SOLD,1
64-arthur-street-bundoora-vic-3083,Bundoora,880000,01-Jun-2018,4,3,1,531,m2,House,https://www.domain.com.au/64-arthur-street-bundoora-vic-3083-2014327727,Study,0.7-1.5-0.6,3,May/2018/880000.0/SOLD,0
16-ellery-street-bundoora-vic-3083,Bundoora,936500,19-May-2018,4,2,2,509,m2,House,https://www.domain.com.au/16-ellery-street-bundoora-vic-3083-2014330210,Heating-Built in wardrobes-Ensuite-Study,1.1-1.4-0.7,3,Nov/2021/1185000.0/SOLD,1
66-settlement-rd-bundoora-vic-3083,Bundoora,690880,06-May-2018,4,2,2,526,m2,House,https://www.domain.com.au/66-settlement-rd-bundoora-vic-3083-2014026689,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Garden-Secure Parking-Floorboards-Formal Lounge-Separate Dining,0.9-1.4-0.3,3,Apr/2018/690888.0/SOLD-Apr/2016/2123.0/SOLD,1
119-grange-boulevard-bundoora-vic-3083,Bundoora,837500,28-Apr-2018,4,2,1,615,m2,House,https://www.domain.com.au/119-grange-boulevard-bundoora-vic-3083-2014282273,Air conditioning-Heating-Built in wardrobes-Close to schools-Close to shops-Close to transport-Ensuite-Vacuum System-Prestige Homes,0.9-1-1.3,3,Nov/2021/1130000.0/SOLD-Apr/2018/837500.0/SOLD,1
5-oxford-drive-bundoora-vic-3083,Bundoora,707000,21-Apr-2018,4,1,1,536,m2,House,https://www.domain.com.au/5-oxford-drive-bundoora-vic-3083-2014261014,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Garden-Secure Parking-Floorboards,0.8-0.9-0.7,3,Mar/2021/780000.0/SOLD-Apr/2018/707000.0/SOLD,1
12-wisteria-drive-bundoora-vic-3083,Bundoora,720000,21-Apr-2018,4,2,4,336,m2,House,https://www.domain.com.au/12-wisteria-drive-bundoora-vic-3083-2014268852,Study,1.1-1.8-3.8,3,Apr/2018/720000.0/SOLD-Dec/2000/250000.0/SOLD,0
64-cameron-parade-bundoora-vic-3083,Bundoora,800000,16-Apr-2018,4,2,2,583,m2,House,https://www.domain.com.au/64-cameron-parade-bundoora-vic-3083-2014228776,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Garden-Secure Parking-Formal Lounge-Separate Dining,1.1-1.2-0.9,3,Apr/2018/800000.0/SOLD-Jul/1989/157000.0/SOLD,1
4-cher-avenue-bundoora-vic-3083,Bundoora,830000,11-Apr-2018,4,2,2,538,m2,House,https://www.domain.com.au/4-cher-avenue-bundoora-vic-3083-2014275494,Study,0.4-2-0.7,3,Apr/2018/830000.0/SOLD,0
2-tamar-street-bundoora-vic-3083,Bundoora,900650,06-Apr-2018,4,2,2,550,m2,House,https://www.domain.com.au/2-tamar-street-bundoora-vic-3083-2014276918,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Garden-Secure Parking,0.4-1.9-1.1,3,Apr/2018/900650.0/SOLD-Dec/1992/100000.0/SOLD-Jul/1985/73500.0/SOLD,1
11-doidge-street-bundoora-vic-3083,Bundoora,750000,04-Apr-2018,4,2,1,583,m2,House,https://www.domain.com.au/11-doidge-street-bundoora-vic-3083-2014177634,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Garden,0.7-0.7-0.4,3,Mar/2018/750000.0/SOLD-Apr/1989/300.0/SOLD,1
15-boston-road-bundoora-vic-3083,Bundoora,936000,03-Apr-2018,4,1,4,542,m2,House,https://www.domain.com.au/15-boston-road-bundoora-vic-3083-2014228778,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Fireplace(s)-Garden-Secure Parking-Floorboards,0.4-1.6-0.7,3,Mar/2018/936000.0/SOLD-Oct/2010/500000.0/SOLD,1
3-winterhill-link-bundoora-vic-3083,Bundoora,1145000,24-Mar-2018,4,2,2,585,m2,House,https://www.domain.com.au/3-winterhill-link-bundoora-vic-3083-2014210842,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Garden-Secure Parking-Floorboards-Formal Lounge-Separate Dining-Swimming Pool,0.6-0.7-1.3,3,Mar/2018/1145000.0/SOLD-Nov/2010/710000.0/SOLD-Apr/1998/260000.0/SOLD,1
14-seira-street-bundoora-vic-3083,Bundoora,1181000,17-Mar-2018,4,2,2,674,m2,House,https://www.domain.com.au/14-seira-street-bundoora-vic-3083-2014197825,Air conditioning-Heating-Built in wardrobes-Close to shops-Close to transport-Ensuite-Alarm System-Prestige Homes-Study,1.8-2.7-1.5,3,May/2018/1181000.0/SOLD-Apr/2008/355000.0/SOLD,1
29-silky-oak-drive-bundoora-vic-3083,Bundoora,1150000,05-Mar-2018,4,2,2,567,m2,House,https://www.domain.com.au/29-silky-oak-drive-bundoora-vic-3083-2013989492,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Fireplace(s)-Security Alarm-Floorboards-Formal Lounge-Separate Dining,1.3-1.8-3.3,3,Feb/2018/1150000.0/SOLD-Jan/2003/139000.0/SOLD-Mar/2002/134000.0/SOLD,1
95-settlement-road-bundoora-vic-3083,Bundoora,712000,17-Feb-2018,4,1,2,626,m2,House,https://www.domain.com.au/95-settlement-road-bundoora-vic-3083-2014114478,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Fireplace(s)-Garden-Secure Parking-Floorboards-Formal Lounge,0.6-1.6-0.6,3,Feb/2018/712000.0/SOLD-Nov/2015/582000.0/SOLD-Feb/2015/470000.0/SOLD,1
17-milton-parade-bundoora-vic-3083,Bundoora,870000,16-Dec-2017,4,2,2,564,m2,House,https://www.domain.com.au/17-milton-parade-bundoora-vic-3083-2014020293,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Garden-Secure Parking,1.4-1.4-0.6,3,Dec/2017/870000.0/SOLD,1
69-linacre-drive-bundoora-vic-3083,Bundoora,1225000,16-Dec-2017,4,2,2,637,m2,House,https://www.domain.com.au/69-linacre-drive-bundoora-vic-3083-2014020263,Air conditioning-Heating-Built in wardrobes-Close to shops-Close to transport-Ensuite-Prestige Homes,1.8-2.6-1.3,3,Apr/2018/1225000.0/SOLD-Aug/2009/367000.0/SOLD,1
29-sundew-street-bundoora-vic-3083,Bundoora,1050000,24-Nov-2017,4,2,2,540,m2,House,https://www.domain.com.au/29-sundew-street-bundoora-vic-3083-2013895269,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Security Alarm-Garden-Secure Parking-Formal Lounge-Separate Dining-Terrace-Balcony-Study,1.4-2-3.5,3,Nov/2017/1050000.0/SOLD-Oct/2002/148000.0/SOLD-Oct/2001/119000.0/SOLD,1
75-japonica-street-bundoora-vic-3083,Bundoora,835000,18-Nov-2017,4,2,2,790,m2,House,https://www.domain.com.au/75-japonica-street-bundoora-vic-3083-2013952337,Air conditioning-Heating-Built in wardrobes-Close to schools-Close to shops-Close to transport-Ensuite,1.2-2.4-4.7,3,Nov/2017/835000.0/SOLD-Feb/1997/144000.0/SOLD,1
24-david-crescent-bundoora-vic-3083,Bundoora,855000,18-Nov-2017,4,2,2,594,m2,House,https://www.domain.com.au/24-david-crescent-bundoora-vic-3083-2013948788,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport,1.1-1.6-0.6,3,Nov/2017/450.0/SOLD,1
1-springwood-view-bundoora-vic-3083,Bundoora,970000,11-Nov-2017,4,2,2,408,m2,House,https://www.domain.com.au/1-springwood-view-bundoora-vic-3083-2013914111,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Fireplace(s)-Garden-Secure Parking-Formal Lounge-Separate Dining-Terrace-Balcony,0.6-0.7-1.3,3,Nov/2017/970000.0/SOLD-Dec/1995/60000.0/SOLD,1
79-worcester-crescent-bundoora-vic-3083,Bundoora,1300000,03-Nov-2017,4,2,2,555,m2,House,https://www.domain.com.au/79-worcester-crescent-bundoora-vic-3083-2013944230,Air conditioning-Heating-Built in wardrobes-Close to shops-Close to transport-Ensuite-Alarm System-Vacuum System-Prestige Homes-Security System,2.1-2.4-1.7,3,Oct/2017/1300000.0/SOLD-Oct/2010/432000.0/SOLD-Jun/2009/323000.0/SOLD,1
500-grimshaw-street-bundoora-vic-3083,Bundoora,825000,28-Oct-2017,4,2,4,557,m2,House,https://www.domain.com.au/500-grimshaw-street-bundoora-vic-3083-2013897520,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Garden-Secure Parking-Floorboards-Formal Lounge-Separate Dining-Terrace-Balcony,0.8-0.8-0.7,3,Dec/2018/685000.0/SOLD,1
2-amethyst-walk-bundoora-vic-3083,Bundoora,1450000,28-Oct-2017,4,2,4,555,m2,House,https://www.domain.com.au/2-amethyst-walk-bundoora-vic-3083-2013857972,Built in wardrobes-Close to schools-Close to shops-Close to transport,0.6-0.7-1.3,3,Oct/2017/1450000.0/SOLD-Dec/1999/275000.0/SOLD-Jul/1996/75000.0/SOLD,1
3-di-palma-place-bundoora-vic-3083,Bundoora,1150500,28-Oct-2017,4,3,2,506,m2,House,https://www.domain.com.au/3-di-palma-place-bundoora-vic-3083-2013894622,Study,1.1-1.2-1.4,3,Oct/2017/1150500.0/SOLD-Jan/2009/640000.0/SOLD-Mar/2004/232000.0/SOLD,0
20-hibiscus-avenue-bundoora-vic-3083,Bundoora,870000,28-Oct-2017,4,2,2,544,m2,House,https://www.domain.com.au/20-hibiscus-avenue-bundoora-vic-3083-2013889877,Air conditioning-Heating-Built in wardrobes-Close to schools-Close to shops-Close to transport-Ensuite-Area Views-Kitchenette-Study,1-2.1-4.5,3,Oct/2017/870000.0/SOLD-Nov/1997/185000.0/SOLD,1
5-sutton-court-bundoora-vic-3083,Bundoora,1008000,28-Oct-2017,4,2,4,734,m2,House,https://www.domain.com.au/5-sutton-court-bundoora-vic-3083-2013895301,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Fireplace(s)-Security Alarm-Garden-Secure Parking-Floorboards-Formal Lounge-Separate Dining-Granny Flat,0.4-0.5-1.2,3,Oct/2017/1008000.0/SOLD-Jun/2006/370000.0/SOLD-Mar/2001/155000.0/SOLD,1
1-windsor-crescent-bundoora-vic-3083,Bundoora,847500,21-Oct-2017,4,2,2,527,m2,House,https://www.domain.com.au/1-windsor-crescent-bundoora-vic-3083-2013857977,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Garden-Secure Parking-Floorboards,0.9-0.9-0.8,3,Oct/2017/847500.0/SOLD,1
37-tasman-drive-bundoora-vic-3083,Bundoora,720000,28-Sep-2017,4,2,2,555,m2,House,https://www.domain.com.au/37-tasman-drive-bundoora-vic-3083-2013786435,Close to schools-Close to shops-Close to transport,1.6-2.2-0.7,3,Sep/2017/430.0/SOLD,0
13-penrith-crescent-bundoora-vic-3083,Bundoora,750000,23-Sep-2017,4,2,2,530,m2,House,https://www.domain.com.au/13-penrith-crescent-bundoora-vic-3083-2013819864,Air conditioning-Built in wardrobes,0.6-2.3-0.8,3,Sep/2017/750000.0/SOLD-Jun/2005/335000.0/SOLD-Nov/1993/175000.0/SOLD,1
36-ormond-boulevard-bundoora-vic-3083,Bundoora,758000,09-Sep-2017,4,3,2,331,m2,House,https://www.domain.com.au/36-ormond-boulevard-bundoora-vic-3083-2013772893,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Security Alarm-Garden-Secure Parking-Floorboards-Formal Lounge,0.9-2-1.3,3,Sep/2017/758000.0/SOLD-Oct/2014/657000.0/SOLD-Apr/2010/285000.0/SOLD,1
6-forest-view-bundoora-vic-3083,Bundoora,1380000,04-Sep-2017,4,3,2,671,m2,House,https://www.domain.com.au/6-forest-view-bundoora-vic-3083-2013715725,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Garden-Floorboards-Formal Lounge-Separate Dining-Swimming Pool-Study,1.1-1.2-1.2,3,Aug/2017/1380000.0/SOLD-Jan/2004/261000.0/SOLD,1
1-chaucer-crescent-bundoora-vic-3083,Bundoora,760000,26-Aug-2017,4,1,2,538,m2,House,https://www.domain.com.au/1-chaucer-crescent-bundoora-vic-3083-2013758792,Air conditioning-Heating-Built in wardrobes-Close to shops-Close to transport,1.2-1.3-0.7,3,Aug/2017/440.0/SOLD-Nov/1995/760000.0/SOLD,1
37-greenwood-drive-bundoora-vic-3083,Bundoora,815000,26-Aug-2017,4,2,1,525,m2,House,https://www.domain.com.au/37-greenwood-drive-bundoora-vic-3083-2013750935,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Fireplace(s)-Security Alarm-Garden-Secure Parking-Floorboards-Separate Dining,0.5-0.7-1,3,Aug/2017/815000.0/SOLD-Jan/2014/537000.0/SOLD-Feb/2001/175000.0/SOLD,1
84-linacre-drive-bundoora-vic-3083,Bundoora,1300000,12-Aug-2017,4,2,2,637,m2,House,https://www.domain.com.au/84-linacre-drive-bundoora-vic-3083-2013721345,Air conditioning-Heating-Built in wardrobes-Close to shops-Close to transport-Ensuite-Vacuum System-Prestige Homes-Study,1.9-2.6-1.4,3,Aug/2017/1300000.0/SOLD-Apr/2008/355000.0/SOLD,1
22-ebony-drive-bundoora-vic-3083,Bundoora,725000,12-Aug-2017,4,1,2,542,m2,House,https://www.domain.com.au/22-ebony-drive-bundoora-vic-3083-2013722121,Air conditioning-Heating-Built in wardrobes-Close to schools-Close to shops-Close to transport,0.9-2.1-4.7,3,Aug/2017/170.0/SOLD,1
23-wisteria-drive-bundoora-vic-3083,Bundoora,1253000,12-Aug-2017,4,2,2,760,m2,House,https://www.domain.com.au/23-wisteria-drive-bundoora-vic-3083-2013723208,Study,0.9-1.8-4,3,Aug/2017/1253000.0/SOLD-Dec/2008/730000.0/SOLD,0
36-cameron-parade-bundoora-vic-3083,Bundoora,850000,04-Aug-2017,4,2,3,543,m2,House,https://www.domain.com.au/36-cameron-parade-bundoora-vic-3083-2013741562,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Garden-Secure Parking-Floorboards-Formal Lounge-Separate Dining,1-1.1-0.7,3,Aug/2017/850000.0/SOLD-May/2014/622000.0/SOLD-Nov/2006/298000.0/SOLD,1
54-snake-gully-drive-bundoora-vic-3083,Bundoora,1052000,17-Jul-2017,4,2,2,674,m2,House,https://www.domain.com.au/54-snake-gully-drive-bundoora-vic-3083-2013693935,Study,1-1.3-0.9,3,Jul/2017/1052000.0/SOLD-Jul/2001/155000.0/SOLD-May/2000/165000.0/SOLD,0
22-alma-road-bundoora-vic-3083,Bundoora,800000,07-Jul-2017,4,1,1,535,m2,House,https://www.domain.com.au/22-alma-road-bundoora-vic-3083-2013673714,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Garden-Secure Parking-Floorboards,1-1-0.3,3,Jul/2017/800000.0/SOLD,1
48-zara-close-bundoora-vic-3083,Bundoora,755000,15-Jun-2017,4,2,2,300,m2,House,https://www.domain.com.au/48-zara-close-bundoora-vic-3083-2013599489,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Security Alarm-Garden-Terrace-Balcony,1.4-2.4-1.3,3,Jun/2017/755000.0/SOLD-Nov/2012/695500.0/SOLD,1
89-cabernet-crescent-bundoora-vic-3083,Bundoora,665000,27-May-2017,4,2,4,564,m2,House,https://www.domain.com.au/89-cabernet-crescent-bundoora-vic-3083-2013557872,Air conditioning-Heating-Built in wardrobes-Ensuite,1.3-2.4-0.9,3,Jan/2012/440000.0/SOLD-Nov/1990/132500.0/SOLD,1
1-tamar-street-bundoora-vic-3083,Bundoora,747500,20-May-2017,4,2,4,558,m2,House,https://www.domain.com.au/1-tamar-street-bundoora-vic-3083-2013543668,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Garden-Secure Parking-Floorboards-Formal Lounge,0.4-1.9-1.1,3,May/2017/747500.0/SOLD-Feb/1996/105000.0/SOLD-Dec/1991/95000.0/SOLD,1
14-boadle-road-bundoora-vic-3083,Bundoora,1128000,29-Apr-2017,4,2,2,538,m2,House,https://www.domain.com.au/14-boadle-road-bundoora-vic-3083-2013498066,Study,0.8-0.9-0.8,3,Apr/2017/1128000.0/SOLD-May/2003/238000.0/SOLD,0
21-windmill-street-bundoora-vic-3083,Bundoora,831000,22-Apr-2017,4,2,2,545,m2,House,https://www.domain.com.au/21-windmill-street-bundoora-vic-3083-2013487917,Air conditioning-Heating-Built in wardrobes-Close to transport-Ensuite-Prestige Homes,1.6-2.1-3.6,3,Apr/2017/650.0/SOLD-Sep/2001/831000.0/SOLD,1
10-dendaryl-drive-bundoora-vic-3083,Bundoora,770000,22-Apr-2017,4,3,1,710,m2,House,https://www.domain.com.au/10-dendaryl-drive-bundoora-vic-3083-2013485926,Gas Heating-Remote Garage-Split System AirCon,0.2-1.3-0.3,3,Apr/2017/770000.0/SOLD,0
80-betula-avenue-bundoora-vic-3083,Bundoora,943000,08-Apr-2017,4,3,3,594,m2,House,https://www.domain.com.au/80-betula-avenue-bundoora-vic-3083-2013450582,Built in wardrobes-Close to schools-Close to shops-Close to transport-Garden-Secure Parking-Formal Lounge-Separate Dining-Terrace-Balcony-Study,1.2-2.3-4.4,3,Apr/2017/650.0/SOLD,1
30-sugar-gum-drive-bundoora-vic-3083,Bundoora,1225000,06-Apr-2017,4,2,2,464,m2,House,https://www.domain.com.au/30-sugar-gum-drive-bundoora-vic-3083-2013479823,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Security Alarm-Formal Lounge-Separate Dining-Study,1-1.2-0.7,3,Apr/2017/1225000.0/SOLD-May/1999/91000.0/SOLD,1
7-gordon-street-bundoora-vic-3083,Bundoora,740000,01-Apr-2017,4,3,2,536,m2,House,https://www.domain.com.au/7-gordon-street-bundoora-vic-3083-2013443097,Study,0.4-1.6-0.6,3,Apr/2017/740000.0/SOLD-Sep/2014/450000.0/SOLD,0
1-frost-court-bundoora-vic-3083,Bundoora,680000,25-Mar-2017,4,2,2,567,m2,House,https://www.domain.com.au/1-frost-court-bundoora-vic-3083-2013417653,Close to schools-Close to shops-Close to transport,1.3-2.2-0.7,3,Apr/2017/680000.0/SOLD-Nov/2014/568000.0/SOLD-Apr/2014/440000.0/SOLD,0
6-hanover-road-bundoora-vic-3083,Bundoora,1195000,14-Mar-2017,4,2,2,644,m2,House,https://www.domain.com.au/6-hanover-road-bundoora-vic-3083-2013247862,Air conditioning-Heating-Built in wardrobes-Ensuite-Alarm System-Open Fire Place-Vacuum System-Prestige Homes-3 Phase Power-Security System-Study,2.2-2.4-1.7,3,Mar/2017/1195000.0/SOLD-Apr/2010/383000.0/SOLD,1
2-regent-place-bundoora-vic-3083,Bundoora,811000,04-Mar-2017,4,2,2,640,m2,House,https://www.domain.com.au/2-regent-place-bundoora-vic-3083-2013367094,Courtyard-Built in wardrobes-Ducted Heating-Secure Parking-Shed-Ducted Cooling,1.1-1.3-0.8,3,Mar/2017/811000.0/SOLD-Dec/1997/161300.0/SOLD,1
13-lilly-pilly-avenue-bundoora-vic-3083,Bundoora,1161000,04-Mar-2017,4,2,2,720,m2,House,https://www.domain.com.au/13-lilly-pilly-avenue-bundoora-vic-3083-2013367809,Air conditioning-Heating-Built in wardrobes-Close to schools-Close to transport-Ensuite-Alarm System-Vacuum System-Study,1.4-2.3-4,3,Mar/2017/1161000.0/SOLD-Aug/2008/651000.0/SOLD-May/2002/185000.0/SOLD,1
6-monagle-avenue-bundoora-vic-3083,Bundoora,1251000,25-Feb-2017,4,2,2,734,m2,House,https://www.domain.com.au/6-monagle-avenue-bundoora-vic-3083-2013355803,Air conditioning-Heating-Built in wardrobes-Close to shops-Close to transport-Ensuite-Alarm System-Prestige Homes-Security System-Study,1.2-2.4-0.9,3,Feb/2017/1251000.0/SOLD-Jun/2009/350000.0/SOLD-Mar/2006/258000.0/SOLD,1
4-yale-place-bundoora-vic-3083,Bundoora,905000,18-Feb-2017,4,2,2,705,m2,House,https://www.domain.com.au/4-yale-place-bundoora-vic-3083-2013341400,Study,0.8-0.9-0.6,3,Feb/2017/905000.0/SOLD-Oct/2004/311000.0/SOLD-Nov/1986/117000.0/SOLD,0
61-betula-avenue-bundoora-vic-3083,Bundoora,680000,09-Jan-2017,4,2,2,563,m2,House,https://www.domain.com.au/61-betula-avenue-bundoora-vic-3083-2013242937,Built in wardrobes-Close to schools-Close to shops-Close to transport-Garden-Secure Parking-Formal Lounge-Separate Dining,1.2-2.4-4.6,3,Apr/2021/755000.0/SOLD,1
38-samuel-court-bundoora-vic-3083,Bundoora,580000,05-Jan-2017,4,2,1,360,m2,House,https://www.domain.com.au/38-samuel-court-bundoora-vic-3083-2013151439,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Garden-Secure Parking-Formal Lounge,1.2-1.8-0.4,3,Jul/2020/690000.0/SOLD,1
1-barrimal-way-bundoora-vic-3083,Bundoora,960000,20-Dec-2016,4,2,2,669,m2,House,https://www.domain.com.au/1-barrimal-way-bundoora-vic-3083-2013240858,Air conditioning-Heating-Built in wardrobes-Close to transport-Ensuite-Swimming Pool-Alarm System-Security System-Study,1-1.1-0.5,3,Dec/2016/960000.0/SOLD-Oct/2000/104000.0/SOLD,1
60-clovemont-way-bundoora-vic-3083,Bundoora,1282000,19-Dec-2016,4,4,2,743,m2,House,https://www.domain.com.au/60-clovemont-way-bundoora-vic-3083-2013217988,Air conditioning-Heating-Built in wardrobes-Ensuite-Alarm System-Area Views-Vacuum System-Study,2-2.6-2,3,Aug/2020/1600000.0/SOLD-Dec/2016/1282000.0/SOLD-Feb/2011/484000.0/SOLD,1
30-ormond-boulevard-bundoora-vic-3083,Bundoora,749000,12-Dec-2016,4,3,2,421,m2,House,https://www.domain.com.au/30-ormond-boulevard-bundoora-vic-3083-2013188258,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Security Alarm-Garden-Secure Parking-Formal Lounge-Separate Dining,0.9-2-1.3,3,Dec/2016/749000.0/SOLD,1
32-arthur-street-bundoora-vic-3083,Bundoora,746000,03-Dec-2016,4,2,2,619,m2,House,https://www.domain.com.au/32-arthur-street-bundoora-vic-3083-2013205527,Built in wardrobes-Close to schools-Close to shops-Close to transport-Fireplace(s)-Garden-Formal Lounge-Terrace-Balcony,1.1-1.2-0.3,3,Dec/2016/746000.0/SOLD,1
46-scarlet-drive-bundoora-vic-3083,Bundoora,830000,26-Nov-2016,4,2,2,578,m2,House,https://www.domain.com.au/46-scarlet-drive-bundoora-vic-3083-2013162832,Air conditioning-Heating-Built in wardrobes-Ensuite-Intercom,1.2-1.7-3.2,3,Jan/2020/880000.0/SOLD-Nov/2016/830000.0/SOLD-Mar/2002/135800.0/SOLD,1
15-botanica-boulevard-bundoora-vic-3083,Bundoora,880000,26-Nov-2016,4,2,2,822,m2,House,https://www.domain.com.au/15-botanica-boulevard-bundoora-vic-3083-2013167973,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Fireplace(s)-Security Alarm-Floorboards-Formal Lounge-Separate Dining-Ducted Heating,1.2-1.8-3.6,3,Nov/2016/880000.0/SOLD-Oct/2010/725000.0/SOLD-Jul/2004/460000.0/SOLD,1
84-settlement-road-bundoora-vic-3083,Bundoora,585000,17-Nov-2016,4,2,3,540,m2,House,https://www.domain.com.au/84-settlement-road-bundoora-vic-3083-2013128457,Air conditioning-Alarm System,0.8-1.5-0.4,3,Nov/2016/585000.0/SOLD-Jan/2005/278000.0/SOLD,0
5-frost-court-bundoora-vic-3083,Bundoora,752000,16-Nov-2016,4,2,1,577,m2,House,https://www.domain.com.au/5-frost-court-bundoora-vic-3083-2013175450,Air conditioning-Heating-Built in wardrobes-Ensuite-Study,1.4-2.3-0.8,3,Nov/2016/752000.0/SOLD-Feb/2011/532500.0/SOLD,1
22-velvet-avenue-bundoora-vic-3083,Bundoora,855000,05-Nov-2016,4,3,2,560,m2,House,https://www.domain.com.au/22-velvet-avenue-bundoora-vic-3083-2013113515,Built in wardrobes-Close to schools-Close to shops-Close to transport-Formal Lounge-Separate Dining-Ducted Heating,1.3-1.9-3.5,3,Nov/2016/855000.0/SOLD,1
2-avon-court-bundoora-vic-3083,Bundoora,655000,15-Oct-2016,4,1,2,619,m2,House,https://www.domain.com.au/2-avon-court-bundoora-vic-3083-2013047356,Ducted Heating-Built in wardrobes-2 Garage-Evaporative Cooling,0.5-0.6-0.8,3,Oct/2016/655000.0/SOLD,1
108-edmund-rice-parade-bundoora-vic-3083,Bundoora,920000,08-Oct-2016,4,2,2,670,m2,House,https://www.domain.com.au/108-edmund-rice-parade-bundoora-vic-3083-2012614517,Polished Floor Boards-Alfresco-Landscaped Gardens-Remote Garage-Outdoor Entertaining-Indoor Spa-Outdoor Spa-Evaporative Cooling-Built in wardrobes-Dishwasher-Ducted Heating-Vacuum System,1-2.1-0.9,3,Dec/2020/1220500.0/SOLD-Oct/2016/920000.0/SOLD,1
9-newman-close-bundoora-vic-3083,Bundoora,845000,24-Sep-2016,4,2,2,633,m2,House,https://www.domain.com.au/9-newman-close-bundoora-vic-3083-2013041084,Close to schools-Close to shops-Close to transport,1.5-2.3-0.4,3,Sep/2016/845000.0/SOLD-Mar/2004/190000.0/SOLD,0
29-tasman-drive-bundoora-vic-3083,Bundoora,670000,22-Sep-2016,4,2,2,571,m2,House,https://www.domain.com.au/29-tasman-drive-bundoora-vic-3083-2013031589,Air conditioning-Built in wardrobes-Close to schools-Close to shops-Close to transport-Formal Lounge-Garden-Floorboards-Study,1.6-2.1-0.7,3,Nov/2020/770000.0/SOLD-Sep/2016/670000.0/SOLD-Apr/2010/430000.0/SOLD,1
21-lurline-street-bundoora-vic-3083,Bundoora,900000,10-Sep-2016,4,2,2,468,m2,House,https://www.domain.com.au/21-lurline-street-bundoora-vic-3083-2012985517,Study,1-1.2-0.8,3,Sep/2016/900000.0/SOLD-May/1999/93000.0/SOLD,0
